KODE KELURAHAN,WILAYAH KOTA,KECAMATAN,KELURAHAN,SASARAN,BELUM VAKSIN,DOSIS 1,DOSIS 2,TOTAL VAKSIN,TANGGAL
3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,20393,14442,5951,3258,9209,2021-06-20
3173041007,JAKARTA BARAT,TAMBORA,ANGKE,25785,19348,6437,3175,9612,2021-06-20
3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,25158,20675,4483,2577,7060,2021-06-20
3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,8683,6409,2274,1496,3770,2021-06-20
3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,22768,17106,5662,3935,9597,2021-06-20
3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,18930,14008,4922,2661,7583,2021-06-20
3175051002,JAKARTA TIMUR,PASAR REBO,BARU,20267,12944,7323,4624,11947,2021-06-20
3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,41389,33015,8374,5128,13502,2021-06-20
3171071002,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,19008,13065,5943,3517,9460,2021-06-20
3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,32331,25339,6992,3979,10971,2021-06-20
3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,45843,34449,11394,6984,18378,2021-06-20
3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,29934,22998,6936,3897,10833,2021-06-20
3171041006,JAKARTA PUSAT,SENEN,BUNGUR,15932,11358,4574,2691,7265,2021-06-20
3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,49369,38436,10933,3943,14876,2021-06-20
3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,50344,37636,12708,6269,18977,2021-06-20
3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,28708,22046,6662,4212,10874,2021-06-20
3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,16381,11957,4424,2525,6949,2021-06-20
3171031006,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,27330,20486,6844,3947,10791,2021-06-20
3171051002,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,30479,22751,7728,4908,12636,2021-06-20
3171051001,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,21553,14950,6603,4378,10981,2021-06-20
3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,57678,39701,17977,8135,26112,2021-06-20
3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,70122,52748,17374,8414,25788,2021-06-20
3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,56927,42284,14643,9298,23941,2021-06-20
3171011002,JAKARTA PUSAT,GAMBIR,CIDENG,14203,9224,4979,3134,8113,2021-06-20
3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,33127,24578,8549,5102,13651,2021-06-20
3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,36027,26320,9707,6069,15776,2021-06-20
3171061003,JAKARTA PUSAT,MENTENG,CIKINI,7402,5320,2082,1355,3437,2021-06-20
3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,9280,6553,2727,1708,4435,2021-06-20
3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,45348,31705,13643,7766,21409,2021-06-20
3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,21207,14354,6853,4726,11579,2021-06-20
3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,23675,17393,6282,3752,10034,2021-06-20
3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,35164,26762,8402,5136,13538,2021-06-20
3172041001,JAKARTA UTARA,CILINCING,CILINCING,37003,29490,7513,3854,11367,2021-06-20
3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,22697,15991,6706,4149,10855,2021-06-20
3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,32800,24423,8377,4723,13100,2021-06-20
3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,23463,17052,6411,3745,10156,2021-06-20
3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,29771,20382,9389,4033,13422,2021-06-20
3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,34608,25047,9561,5891,15452,2021-06-20
3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,30655,24232,6423,3816,10239,2021-06-20
3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,38827,31887,6940,4124,11064,2021-06-20
3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,29154,21645,7509,4632,12141,2021-06-20
3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,37098,26895,10203,6292,16495,2021-06-20
3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,46861,36116,10745,7170,17915,2021-06-20
3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,34708,26846,7862,4696,12558,2021-06-20
3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,55965,40942,15023,8251,23274,2021-06-20
3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,21239,16167,5072,3417,8489,2021-06-20
3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,53078,39324,13754,9047,22801,2021-06-20
3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,24673,18457,6216,3762,9978,2021-06-20
3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,52942,36175,16767,9804,26571,2021-06-20
3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,66093,49083,17010,8072,25082,2021-06-20
3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,17787,13397,4390,2351,6741,2021-06-20
3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,12528,8629,3899,2337,6236,2021-06-20
3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,17380,12763,4617,2614,7231,2021-06-20
3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,15811,10897,4914,1943,6857,2021-06-20
3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,2232,1369,863,571,1434,2021-06-20
3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,19394,13783,5611,2802,8413,2021-06-20
3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,35026,25125,9901,5287,15188,2021-06-20
3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,31013,22871,8142,5191,13333,2021-06-20
3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,2753,1930,823,558,1381,2021-06-20
3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,7192,4224,2968,1955,4923,2021-06-20
3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,3760,2107,1653,1266,2919,2021-06-20
3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,15067,10778,4289,2564,6853,2021-06-20
3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,38688,28923,9765,5387,15152,2021-06-20
3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,37234,28335,8899,5739,14638,2021-06-20
3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,3590,2188,1402,968,2370,2021-06-20
3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,8309,5468,2841,2002,4843,2021-06-20
3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,17256,12556,4700,2764,7464,2021-06-20
3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,13937,8189,5748,3325,9073,2021-06-20
3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,24426,13203,11223,8258,19481,2021-06-20
3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,19987,15056,4931,2653,7584,2021-06-20
3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,53714,39039,14675,8346,23021,2021-06-20
3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,28870,20378,8492,5488,13980,2021-06-20
3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,32857,23743,9114,5774,14888,2021-06-20
3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,24508,15875,8633,3594,12227,2021-06-20
3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,72652,59078,13574,6474,20048,2021-06-20
3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,21313,16298,5015,2861,7876,2021-06-20
3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,26984,18516,8468,5383,13851,2021-06-20
3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,33734,24057,9677,5977,15654,2021-06-20
3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,25735,21128,4607,2388,6995,2021-06-20
3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,18241,14408,3833,2231,6064,2021-06-20
3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,35285,25638,9647,5851,15498,2021-06-20
3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,28311,17769,10542,5265,15807,2021-06-20
3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,20624,16352,4272,2211,6483,2021-06-20
3172041004,JAKARTA UTARA,CILINCING,KALIBARU,57771,47971,9800,4256,14056,2021-06-20
3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,36451,27983,8468,4854,13322,2021-06-20
3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,60209,45400,14809,7455,22264,2021-06-20
3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,37255,26637,10618,6645,17263,2021-06-20
3173061004,JAKARTA BARAT,KALI DERES,KAMAL,46035,37390,8645,3621,12266,2021-06-20
3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,11039,7180,3859,2482,6341,2021-06-20
3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,10113,7784,2329,1489,3818,2021-06-20
3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,22293,18012,4281,2203,6484,2021-06-20
3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,15550,9109,6441,2520,8961,2021-06-20
3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,38048,29529,8519,5142,13661,2021-06-20
3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,104630,81964,22666,9358,32024,2021-06-20
3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,31275,21274,10001,6562,16563,2021-06-20
3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,23056,16730,6326,3366,9692,2021-06-20
3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,8542,5791,2751,1414,4165,2021-06-20
3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,14166,9605,4561,2285,6846,2021-06-20
3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,2469,1485,984,587,1571,2021-06-20
3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,16695,12700,3995,2169,6164,2021-06-20
3171021003,JAKARTA PUSAT,SAWAH BESAR,KARTINI,19916,13871,6045,3407,9452,2021-06-20
3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,22174,16903,5271,2949,8220,2021-06-20
3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,35916,25108,10808,6911,17719,2021-06-20
3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,15262,11304,3958,1969,5927,2021-06-20
3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,38396,29235,9161,5080,14241,2021-06-20
3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,35920,24981,10939,5693,16632,2021-06-20
3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,37004,27816,9188,5160,14348,2021-06-20
3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,30533,21928,8605,5039,13644,2021-06-20
3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,44427,32820,11607,6812,18419,2021-06-20
3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,46870,35992,10878,6689,17567,2021-06-20
3171071006,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,19075,14987,4088,2588,6676,2021-06-20
3171011005,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,9383,6857,2526,1643,4169,2021-06-20
3171031002,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,26178,19592,6586,3415,10001,2021-06-20
3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,14644,10415,4229,2716,6945,2021-06-20
3171071005,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,27297,22243,5054,2824,7878,2021-06-20
3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,40723,30588,10135,6045,16180,2021-06-20
3171061005,JAKARTA PUSAT,MENTENG,KEBON SIRIH,10880,8443,2437,1525,3962,2021-06-20
3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,28123,18513,9610,3176,12786,2021-06-20
3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,28300,20282,8018,4529,12547,2021-06-20
3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,38771,25425,13346,6860,20206,2021-06-20
3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,20509,15115,5394,3068,8462,2021-06-20
3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,40776,29217,11559,7044,18603,2021-06-20
3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,31544,18792,12752,8580,21332,2021-06-20
3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,30470,17103,13367,8962,22329,2021-06-20
3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,28159,19806,8353,5091,13444,2021-06-20
3171031001,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,18556,13191,5365,2766,8131,2021-06-20
3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,24028,16291,7737,4926,12663,2021-06-20
3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,45663,31774,13889,6468,20357,2021-06-20
3171041002,JAKARTA PUSAT,SENEN,KENARI,8328,5190,3138,1710,4848,2021-06-20
3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,17494,13438,4056,2198,6254,2021-06-20
3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,60420,47013,13407,7208,20615,2021-06-20
3172031001,JAKARTA UTARA,KOJA,KOJA,24600,19316,5284,2688,7972,2021-06-20
3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,18287,13630,4657,2206,6863,2021-06-20
3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,21312,16144,5168,2742,7910,2021-06-20
3171041004,JAKARTA PUSAT,SENEN,KRAMAT,25258,19782,5476,2931,8407,2021-06-20
3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,29922,21644,8278,4833,13111,2021-06-20
3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,12737,8217,4520,2340,6860,2021-06-20
3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,17023,12290,4733,2244,6977,2021-06-20
3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,11229,7863,3366,1526,4892,2021-06-20
3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,5331,3623,1708,1031,2739,2021-06-20
3171041005,JAKARTA PUSAT,SENEN,KWITANG,13487,9539,3948,2047,5995,2021-06-20
3172031003,JAKARTA UTARA,KOJA,LAGOA,51431,40672,10759,5553,16312,2021-06-20
3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,32738,23851,8887,5748,14635,2021-06-20
3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,46600,36382,10218,6039,16257,2021-06-20
3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,55114,42586,12528,8216,20744,2021-06-20
3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,30013,21992,8021,4862,12883,2021-06-20
3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,26798,19110,7688,5367,13055,2021-06-20
3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,23691,15920,7771,5312,13083,2021-06-20
3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,15885,12349,3536,2022,5558,2021-06-20
3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,6690,4199,2491,1431,3922,2021-06-20
3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,24940,18035,6905,3795,10700,2021-06-20
3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,24972,18399,6573,3504,10077,2021-06-20
3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,20274,14373,5901,3161,9062,2021-06-20
3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,14671,9999,4672,2533,7205,2021-06-20
3172041003,JAKARTA UTARA,CILINCING,MARUNDA,24385,17656,6729,2540,9269,2021-06-20
3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,2386,1307,1079,810,1889,2021-06-20
3171061001,JAKARTA PUSAT,MENTENG,MENTENG,22450,17168,5282,3445,8727,2021-06-20
3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,24369,16860,7509,3948,11457,2021-06-20
3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,31623,23381,8242,5066,13308,2021-06-20
3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,27261,19480,7781,4268,12049,2021-06-20
3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,38525,27603,10922,6803,17725,2021-06-20
3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,20582,15108,5474,3522,8996,2021-06-20
3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,64756,49693,15063,7696,22759,2021-06-20
3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,32689,20299,12390,6804,19194,2021-06-20
3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,17550,12858,4692,2669,7361,2021-06-20
3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,54706,40450,14256,7860,22116,2021-06-20
3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,16983,12797,4186,2575,6761,2021-06-20
3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,33902,25283,8619,4592,13211,2021-06-20
3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,11656,6842,4814,2865,7679,2021-06-20
3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,23415,16979,6436,3495,9931,2021-06-20
3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,21700,14961,6739,4469,11208,2021-06-20
3171041003,JAKARTA PUSAT,SENEN,PASEBAN,20652,14724,5928,3253,9181,2021-06-20
3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,65248,49057,16191,8948,25139,2021-06-20
3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,18427,13052,5375,2883,8258,2021-06-20
3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,44451,26501,17950,10285,28235,2021-06-20
3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,66008,48346,17662,10736,28398,2021-06-20
3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,30591,21416,9175,5444,14619,2021-06-20
3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,50150,38972,11178,5919,17097,2021-06-20
3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,37440,27237,10203,5931,16134,2021-06-20
3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,20921,15109,5812,3369,9181,2021-06-20
3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,37784,27959,9825,5509,15334,2021-06-20
3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,18685,12851,5834,3247,9081,2021-06-20
3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,84511,66910,17601,9126,26727,2021-06-20
3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,75505,57456,18049,7718,25767,2021-06-20
3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,23733,15539,8194,4812,13006,2021-06-20
3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,28974,23678,5296,2873,8169,2021-06-20
3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,10203,7152,3051,1813,4864,2021-06-20
3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,13506,9304,4202,2923,7125,2021-06-20
3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,16084,11596,4488,2668,7156,2021-06-20
3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,32229,22822,9407,4839,14246,2021-06-20
3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,46427,34731,11696,6606,18302,2021-06-20
3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,23465,17276,6189,3373,9562,2021-06-20
3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,9405,6293,3112,1609,4721,2021-06-20
3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,27793,21453,6340,3745,10085,2021-06-20
3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,35717,25756,9961,5488,15449,2021-06-20
3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,42979,26426,16553,12159,28712,2021-06-20
3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,53658,38833,14825,8656,23481,2021-06-20
3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,62704,46460,16244,10745,26989,2021-06-20
3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,30741,23373,7368,4241,11609,2021-06-20
3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,39778,28952,10826,6724,17550,2021-06-20
3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,49276,35731,13545,9168,22713,2021-06-20
3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,21791,16392,5399,3704,9103,2021-06-20
3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,1785,978,807,625,1432,2021-06-20
3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,4729,2817,1912,1035,2947,2021-06-20
3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,4667,2597,2070,1086,3156,2021-06-20
3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,2370,1189,1181,600,1781,2021-06-20
3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,3922,2228,1694,1063,2757,2021-06-20
3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,1665,866,799,553,1352,2021-06-20
3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,5184,3293,1891,1321,3212,2021-06-20
3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,30292,22720,7572,4544,12116,2021-06-20
3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,83832,64835,18997,10389,29386,2021-06-20
3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,34536,24053,10483,5687,16170,2021-06-20
3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,31759,25043,6716,4180,10896,2021-06-20
3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,36403,29224,7179,3851,11030,2021-06-20
3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,29198,21549,7649,3762,11411,2021-06-20
3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5029,3184,1845,1304,3149,2021-06-20
3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,51752,37076,14676,5902,20578,2021-06-20
3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,18617,14403,4214,2441,6655,2021-06-20
3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,18210,12607,5603,3349,8952,2021-06-20
3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,21332,14222,7110,2025,9135,2021-06-20
3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,32470,23106,9364,5752,15116,2021-06-20
3171051003,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,19312,13743,5569,3420,8989,2021-06-20
3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,3149,1875,1274,867,2141,2021-06-20
3172041006,JAKARTA UTARA,CILINCING,ROROTAN,35258,26298,8960,4477,13437,2021-06-20
3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,2576,1448,1128,866,1994,2021-06-20
3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,60715,48401,12314,4905,17219,2021-06-20
3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,59323,42988,16335,8932,25267,2021-06-20
3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,31249,23551,7698,4234,11932,2021-06-20
3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,2482,1715,767,561,1328,2021-06-20
3171041001,JAKARTA PUSAT,SENEN,SENEN,5951,3892,2059,1141,3200,2021-06-20
3171031004,JAKARTA PUSAT,KEMAYORAN,SERDANG,26045,18927,7118,3869,10987,2021-06-20
3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,2532,1600,932,631,1563,2021-06-20
3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,17609,13538,4071,2630,6701,2021-06-20
3173071002,JAKARTA BARAT,PALMERAH,SLIPI,14526,9985,4541,2680,7221,2021-06-20
3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,39370,29798,9572,6075,15647,2021-06-20
3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,50305,33277,17028,8782,25810,2021-06-20
3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,30581,24051,6530,3425,9955,2021-06-20
3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,33050,26248,6802,3940,10742,2021-06-20
3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,46955,35295,11660,5343,17003,2021-06-20
3171031007,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,19863,14439,5424,3322,8746,2021-06-20
3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,25366,18894,6472,3456,9928,2021-06-20
3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,62904,40352,22552,13301,35853,2021-06-20
3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,55168,38225,16943,10257,27200,2021-06-20
