KODE KELURAHAN,WILAYAH KOTA,KECAMATAN,KELURAHAN,SASARAN,BELUM VAKSIN,DOSIS 1,DOSIS 2,TOTAL VAKSIN,TANGGAL
3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,80100,52271,27829,8560,36389,2021-07-09
3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,65231,41792,23439,9598,33037,2021-07-09
3171011002,JAKARTA PUSAT,GAMBIR,CIDENG,15696,9070,6626,3213,9839,2021-07-09
3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,38048,24956,13092,5214,18306,2021-07-09
3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,41013,26322,14691,6260,20951,2021-07-09
3171061003,JAKARTA PUSAT,MENTENG,CIKINI,8260,5439,2821,1378,4199,2021-07-09
3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,10503,6112,4391,1771,6162,2021-07-09
3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,51346,30667,20679,7955,28634,2021-07-09
3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,24239,14624,9615,4887,14502,2021-07-09
3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,27179,18109,9070,3842,12912,2021-07-09
3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,39984,28018,11966,5312,17278,2021-07-09
3172041001,JAKARTA UTARA,CILINCING,CILINCING,42677,30196,12481,3959,16440,2021-07-09
3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,25747,15941,9806,4272,14078,2021-07-09
3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,37809,24121,13688,4842,18530,2021-07-09
3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,26500,16756,9744,3854,13598,2021-07-09
3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,33902,21008,12894,4128,17022,2021-07-09
3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,39069,25469,13600,6109,19709,2021-07-09
3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,34938,25683,9255,3937,13192,2021-07-09
3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,44479,33777,10702,4220,14922,2021-07-09
3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,32695,22396,10299,4734,15033,2021-07-09
3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,42144,27037,15107,6455,21562,2021-07-09
3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,53251,37615,15636,7360,22996,2021-07-09
3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,39635,27047,12588,4836,17424,2021-07-09
3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,63801,41422,22379,8508,30887,2021-07-09
3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,24404,16596,7808,3540,11348,2021-07-09
3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,60443,40287,20156,9321,29477,2021-07-09
3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,28099,17812,10287,3864,14151,2021-07-09
3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,59448,35537,23911,10054,33965,2021-07-09
3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,75895,49935,25960,8254,34214,2021-07-09
3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,19986,13758,6228,2408,8636,2021-07-09
3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,14099,8742,5357,2378,7735,2021-07-09
3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,19768,12932,6836,2648,9484,2021-07-09
3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,18098,10758,7340,1980,9320,2021-07-09
3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,2434,1369,1065,582,1647,2021-07-09
3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,21926,13929,7997,2860,10857,2021-07-09
3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,39609,25213,14396,5391,19787,2021-07-09
3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,35444,23679,11765,5336,17101,2021-07-09
3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,3106,1970,1136,572,1708,2021-07-09
3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,7836,3773,4063,1986,6049,2021-07-09
3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,4093,2118,1975,1299,3274,2021-07-09
3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,16815,10621,6194,2619,8813,2021-07-09
3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,43915,30389,13526,5494,19020,2021-07-09
3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,42216,28843,13373,5878,19251,2021-07-09
3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,3962,2171,1791,996,2787,2021-07-09
3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,9344,5414,3930,2047,5977,2021-07-09
3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,19380,12260,7120,2834,9954,2021-07-09
3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,15647,8312,7335,3394,10729,2021-07-09
3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,28110,13798,14312,9334,23646,2021-07-09
3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,22700,15429,7271,2711,9982,2021-07-09
3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,61552,38067,23485,8582,32067,2021-07-09
3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,32443,20866,11577,5647,17224,2021-07-09
3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,37250,23653,13597,5892,19489,2021-07-09
3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,27994,16819,11175,3679,14854,2021-07-09
3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,83563,62280,21283,6831,28114,2021-07-09
3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,24364,16618,7746,2950,10696,2021-07-09
3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,30180,17912,12268,5502,17770,2021-07-09
3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,37799,23143,14656,6102,20758,2021-07-09
3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,29182,22129,7053,2436,9489,2021-07-09
3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,20627,14504,6123,2275,8398,2021-07-09
3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,40475,26669,13806,5982,19788,2021-07-09
3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,32845,18707,14138,5361,19499,2021-07-09
3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,23582,17324,6258,2251,8509,2021-07-09
3172041004,JAKARTA UTARA,CILINCING,KALIBARU,67165,50341,16824,4367,21191,2021-07-09
3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,41464,28465,12999,4956,17955,2021-07-09
3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,69014,46121,22893,7632,30525,2021-07-09
3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,42557,27425,15132,6831,21963,2021-07-09
3173061004,JAKARTA BARAT,KALI DERES,KAMAL,53180,39872,13308,3672,16980,2021-07-09
3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,12679,6727,5952,2524,8476,2021-07-09
3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,11551,8054,3497,1520,5017,2021-07-09
3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,25476,18992,6484,2252,8736,2021-07-09
3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,18247,9322,8925,2554,11479,2021-07-09
3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,43668,31605,12063,5294,17357,2021-07-09
3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,121994,85602,36392,9537,45929,2021-07-09
3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,35498,20917,14581,6708,21289,2021-07-09
3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,25865,16661,9204,3416,12620,2021-07-09
3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,9581,5786,3795,1440,5235,2021-07-09
3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,15939,9519,6420,2345,8765,2021-07-09
3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,2746,1413,1333,602,1935,2021-07-09
3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,19113,12773,6340,2222,8562,2021-07-09
3171021003,JAKARTA PUSAT,SAWAH BESAR,KARTINI,22303,13686,8617,3468,12085,2021-07-09
3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,25138,17213,7925,3019,10944,2021-07-09
3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,40378,24187,16191,7117,23308,2021-07-09
3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,17231,10871,6360,2006,8366,2021-07-09
3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,44010,29776,14234,5227,19461,2021-07-09
3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,40895,25522,15373,5830,21203,2021-07-09
3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,42214,28519,13695,5289,18984,2021-07-09
3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,34878,22468,12410,5155,17565,2021-07-09
3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,50597,32353,18244,6975,25219,2021-07-09
3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,53296,36891,16405,6818,23223,2021-07-09
3171071006,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,21376,15609,5767,2639,8406,2021-07-09
3171011005,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,10380,6739,3641,1660,5301,2021-07-09
3171031002,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,30003,19924,10079,3485,13564,2021-07-09
3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,16393,10279,6114,2787,8901,2021-07-09
3171071005,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,31355,24361,6994,2871,9865,2021-07-09
3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,46176,31302,14874,6208,21082,2021-07-09
3171061005,JAKARTA PUSAT,MENTENG,KEBON SIRIH,12256,8834,3422,1553,4975,2021-07-09
3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,32185,18825,13360,3235,16595,2021-07-09
3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,31907,20234,11673,4631,16304,2021-07-09
3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,43826,25911,17915,7018,24933,2021-07-09
3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,23293,15299,7994,3149,11143,2021-07-09
3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,46441,29893,16548,7313,23861,2021-07-09
3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,35403,18687,16716,8878,25594,2021-07-09
3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,33472,15853,17619,9170,26789,2021-07-09
3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,31952,20289,11663,5225,16888,2021-07-09
3171031001,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,20947,12921,8026,2837,10863,2021-07-09
3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,26920,16645,10275,5041,15316,2021-07-09
3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,52368,33625,18743,6637,25380,2021-07-09
3171041002,JAKARTA PUSAT,SENEN,KENARI,9317,5408,3909,1749,5658,2021-07-09
3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,19869,13723,6146,2231,8377,2021-07-09
3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,69321,50042,19279,7459,26738,2021-07-09
3172031001,JAKARTA UTARA,KOJA,KOJA,28036,18822,9214,2762,11976,2021-07-09
3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,20926,13997,6929,2248,9177,2021-07-09
3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,24416,16718,7698,2782,10480,2021-07-09
3171041004,JAKARTA PUSAT,SENEN,KRAMAT,28661,20173,8488,3002,11490,2021-07-09
3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,33851,22646,11205,5045,16250,2021-07-09
3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,14340,8412,5928,2381,8309,2021-07-09
3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,19130,12147,6983,2295,9278,2021-07-09
3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,12675,7913,4762,1552,6314,2021-07-09
3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,5982,3674,2308,1063,3371,2021-07-09
3171041005,JAKARTA PUSAT,SENEN,KWITANG,15295,9797,5498,2103,7601,2021-07-09
3172031003,JAKARTA UTARA,KOJA,LAGOA,58726,41498,17228,5669,22897,2021-07-09
3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,37213,23831,13382,5943,19325,2021-07-09
3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,53453,37575,15878,6173,22051,2021-07-09
3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,62984,40774,22210,8440,30650,2021-07-09
3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,34062,21537,12525,4985,17510,2021-07-09
3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,30744,19168,11576,5507,17083,2021-07-09
3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,27015,16386,10629,5445,16074,2021-07-09
3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,18046,12147,5899,2060,7959,2021-07-09
3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,7439,3926,3513,1452,4965,2021-07-09
3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,27767,17827,9940,3871,13811,2021-07-09
3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,28388,19017,9371,3569,12940,2021-07-09
3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,22902,13897,9005,3225,12230,2021-07-09
3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,16385,9891,6494,2579,9073,2021-07-09
3172041003,JAKARTA UTARA,CILINCING,MARUNDA,28614,17968,10646,2590,13236,2021-07-09
3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,2634,1310,1324,834,2158,2021-07-09
3171061001,JAKARTA PUSAT,MENTENG,MENTENG,25280,18025,7255,3539,10794,2021-07-09
3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,27671,17071,10600,4048,14648,2021-07-09
3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,35936,23520,12416,5207,17623,2021-07-09
3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,31227,20277,10950,4342,15292,2021-07-09
3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,43382,27994,15388,6976,22364,2021-07-09
3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,23570,15747,7823,3612,11435,2021-07-09
3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,73841,50345,23496,7825,31321,2021-07-09
3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,36757,20195,16562,6906,23468,2021-07-09
3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,19632,12789,6843,2727,9570,2021-07-09
3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,62175,40674,21501,8032,29533,2021-07-09
3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,19301,12249,7052,2662,9714,2021-07-09
3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,38871,24880,13991,4748,18739,2021-07-09
3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,12710,6722,5988,2922,8910,2021-07-09
3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,26572,16918,9654,3556,13210,2021-07-09
3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,24670,15805,8865,4592,13457,2021-07-09
3171041003,JAKARTA PUSAT,SENEN,PASEBAN,23321,15021,8300,3314,11614,2021-07-09
3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,74685,48290,26395,9160,35555,2021-07-09
3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,21120,14204,6916,2958,9874,2021-07-09
3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,49632,25453,24179,10548,34727,2021-07-09
3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,74043,45501,28542,10952,39494,2021-07-09
3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,35061,21716,13345,5650,18995,2021-07-09
3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,57257,39464,17793,6092,23885,2021-07-09
3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,42705,27481,15224,6141,21365,2021-07-09
3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,23428,14607,8821,3430,12251,2021-07-09
3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,42709,27505,15204,5662,20866,2021-07-09
3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,21111,11873,9238,3338,12576,2021-07-09
3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,97138,72347,24791,9405,34196,2021-07-09
3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,86712,59772,26940,7864,34804,2021-07-09
3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,27215,16191,11024,4894,15918,2021-07-09
3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,33060,25381,7679,2947,10626,2021-07-09
3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,11418,6991,4427,1864,6291,2021-07-09
3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,14946,9154,5792,3008,8800,2021-07-09
3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,17843,11709,6134,2703,8837,2021-07-09
3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,36769,23365,13404,4934,18338,2021-07-09
3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,53184,35104,18080,6764,24844,2021-07-09
3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,26915,17272,9643,3475,13118,2021-07-09
3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,10583,6031,4552,1635,6187,2021-07-09
3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,31537,22520,9017,3827,12844,2021-07-09
3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,40576,26377,14199,5699,19898,2021-07-09
3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,47433,25555,21878,12366,34244,2021-07-09
3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,61047,40068,20979,8935,29914,2021-07-09
3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,71347,45589,25758,11029,36787,2021-07-09
3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,35051,24746,10305,4368,14673,2021-07-09
3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,45944,28488,17456,6916,24372,2021-07-09
3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,55724,36258,19466,9684,29150,2021-07-09
3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,25123,17227,7896,3799,11695,2021-07-09
3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,2036,735,1301,670,1971,2021-07-09
3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,5460,2000,3460,1083,4543,2021-07-09
3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,5395,1882,3513,1148,4661,2021-07-09
3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,2736,799,1937,614,2551,2021-07-09
3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,4528,1701,2827,1133,3960,2021-07-09
3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,1918,673,1245,559,1804,2021-07-09
3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,5777,3094,2683,1356,4039,2021-07-09
3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,34175,23045,11130,4681,15811,2021-07-09
3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,95947,67659,28288,10732,39020,2021-07-09
3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,39233,23905,15328,5833,21161,2021-07-09
3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,36368,26622,9746,4319,14065,2021-07-09
3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,41895,29743,12152,3957,16109,2021-07-09
3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,33538,21952,11586,3877,15463,2021-07-09
3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5574,3153,2421,1333,3754,2021-07-09
3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,59533,39444,20089,6013,26102,2021-07-09
3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,21272,15104,6168,2479,8647,2021-07-09
3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,20321,12379,7942,3442,11384,2021-07-09
3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,24433,15557,8876,2132,11008,2021-07-09
3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,36788,23799,12989,5876,18865,2021-07-09
3171051003,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,21770,13792,7978,3498,11476,2021-07-09
3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,3449,1730,1719,886,2605,2021-07-09
3172041006,JAKARTA UTARA,CILINCING,ROROTAN,40953,26206,14747,4616,19363,2021-07-09
3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,2843,1445,1398,886,2284,2021-07-09
3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,70293,51277,19016,5019,24035,2021-07-09
3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,67899,42510,25389,9115,34504,2021-07-09
3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,36029,23429,12600,4332,16932,2021-07-09
3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,2780,1764,1016,574,1590,2021-07-09
3171041001,JAKARTA PUSAT,SENEN,SENEN,6757,4148,2609,1191,3800,2021-07-09
3171031004,JAKARTA PUSAT,KEMAYORAN,SERDANG,29730,19274,10456,3958,14414,2021-07-09
3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,2841,1648,1193,650,1843,2021-07-09
3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,20306,14547,5759,2683,8442,2021-07-09
3173071002,JAKARTA BARAT,PALMERAH,SLIPI,16475,10112,6363,2741,9104,2021-07-09
3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,44969,30968,14001,6196,20197,2021-07-09
3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,57480,33803,23677,8919,32596,2021-07-09
3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,35170,24685,10485,3496,13981,2021-07-09
3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,37628,27231,10397,4026,14423,2021-07-09
3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,53786,36164,17622,5476,23098,2021-07-09
3171031007,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,22506,14091,8415,3413,11828,2021-07-09
3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,29115,18459,10656,3569,14225,2021-07-09
3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,70860,39736,31124,13579,44703,2021-07-09
3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,62516,37877,24639,10514,35153,2021-07-09
3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,33525,21673,11852,4633,16485,2021-07-09
3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,14281,8629,5652,2405,8057,2021-07-09
3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,10177,6577,3600,1524,5124,2021-07-09
3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,25944,15329,10615,3898,14513,2021-07-09
3171081004,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,37800,23553,14247,4270,18517,2021-07-09
3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,12991,7901,5090,1935,7025,2021-07-09
3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,39368,26641,12727,5715,18442,2021-07-09
3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,24917,13934,10983,4501,15484,2021-07-09
3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,16940,8950,7990,3543,11533,2021-07-09
3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,34316,21279,13037,3849,16886,2021-07-09
3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,21164,12434,8730,4223,12953,2021-07-09
3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,18030,9933,8097,3777,11874,2021-07-09
3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,82647,57074,25573,6886,32459,2021-07-09
3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,32174,23254,8920,3326,12246,2021-07-09
3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,28665,16955,11710,5000,16710,2021-07-09
3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,38749,27383,11366,3838,15204,2021-07-09
3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,67211,47177,20034,6778,26812,2021-07-09
3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,29527,19425,10102,3998,14100,2021-07-09
3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,40120,27893,12227,4956,17183,2021-07-09
3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,33233,21053,12180,5076,17256,2021-07-09
3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,27995,17933,10062,3839,13901,2021-07-09
